date,time,open,high,low,close,volume
"Mon-13-May-24,16:00:00",62977,63437,62530,63142,1118345401
"Mon-13-May-24,20:00:00",63142,63177,62675,62909,344439843
"Tue-14-May-24,00:00:00",62909,63096,62386,62458,780701141
"Tue-14-May-24,04:00:00",62458,62753,61368,62002,1349155714
"Tue-14-May-24,08:00:00",62002,62014,61489,61780,657345426
"Tue-14-May-24,12:00:00",61780,62288,61000,61749,2540702531
"Tue-14-May-24,16:00:00",61749,61787,61124,61564,825646064
"Tue-14-May-24,20:00:00",61564,61774,61439,61546,318101206
"Wed-15-May-24,00:00:00",61546,62000,61310,61928,425159386
"Wed-15-May-24,04:00:00",61928,62245,61790,62158,449039698
"Wed-15-May-24,08:00:00",62158,62977,61880,62445,1261123375
"Wed-15-May-24,12:00:00",62445,65048,62381,64674,3850294026
"Wed-15-May-24,16:00:00",64674,66387,64674,65951,2158040755
"Wed-15-May-24,20:00:00",65951,66430,65690,66185,939471761
"Thu-16-May-24,00:00:00",66185,66674,65742,65938,718703162
"Thu-16-May-24,04:00:00",65938,66243,65619,66107,539240795
"Thu-16-May-24,08:00:00",66107,66568,65961,66476,668473615
"Thu-16-May-24,12:00:00",66476,66770,65330,65809,2182407747
"Thu-16-May-24,16:00:00",65809,65810,64580,65157,1837585359
"Thu-16-May-24,20:00:00",65157,65488,65015,65226,452254668
"Fri-17-May-24,00:00:00",65226,65868,65070,65559,586772763
"Fri-17-May-24,04:00:00",65559,66492,65331,66362,928314637
"Fri-17-May-24,08:00:00",66362,66555,66041,66195,678219807
"Fri-17-May-24,12:00:00",66195,67444,65772,67160,2131809010
"Fri-17-May-24,16:00:00",67160,67297,66161,67018,1206798182
"Fri-17-May-24,20:00:00",67018,67018,66640,66973,348158555
"Sat-18-May-24,00:00:00",66973,67044,66703,66914,368016694
"Sat-18-May-24,04:00:00",66914,67222,66705,66850,513698842
"Sat-18-May-24,08:00:00",66850,67346,66801,67165,576647785
"Sat-18-May-24,12:00:00",67165,67200,66469,66771,912101094
"Sat-18-May-24,16:00:00",66771,66964,66668,66878,278635276
"Sat-18-May-24,20:00:00",66878,67006,66736,66876,239222608
"Sun-19-May-24,00:00:00",66876,67272,66817,67134,328628406
"Sun-19-May-24,04:00:00",67134,67320,66900,67298,360509416
"Sun-19-May-24,08:00:00",67298,67738,66916,67300,1189290254
"Sun-19-May-24,12:00:00",67300,67300,66631,66868,819781732
"Sun-19-May-24,16:00:00",66868,66970,65822,66006,1097104138
"Sun-19-May-24,20:00:00",66006,66432,65946,66236,396233788
"Mon-20-May-24,00:00:00",66236,66765,66034,66642,541611366
"Mon-20-May-24,04:00:00",66642,67280,66250,66793,1128315551
"Mon-20-May-24,08:00:00",66793,67350,66711,66971,894224506
"Mon-20-May-24,12:00:00",66971,67474,66709,67390,1137502016
"Mon-20-May-24,16:00:00",67390,70094,67350,70003,3792571807
"Mon-20-May-24,20:00:00",70003,71638,68862,71437,3105191640
"Tue-21-May-24,00:00:00",71437,72062,70692,71250,1686413446
"Tue-21-May-24,04:00:00",71250,71393,70800,70892,873240358
"Tue-21-May-24,08:00:00",70892,71491,70855,71136,914648340
"Tue-21-May-24,12:00:00",71136,71479,69690,69866,2482861078
"Tue-21-May-24,16:00:00",69866,70289,69155,69316,1567304528
"Tue-21-May-24,20:00:00",69316,70404,69264,70168,823681176
"Wed-22-May-24,00:00:00",70168,70399,69850,69994,522400934
"Wed-22-May-24,04:00:00",69994,70124,69232,69750,799331724
"Wed-22-May-24,08:00:00",69750,70336,69674,69768,697848732
"Wed-22-May-24,12:00:00",69768,70658,69466,70482,1517592822
"Wed-22-May-24,16:00:00",70482,70713,69252,69670,1276288868
"Wed-22-May-24,20:00:00",69670,70014,68812,69210,1083717310
"Thu-23-May-24,00:00:00",69210,69690,69210,69496,442182404
"Thu-23-May-24,04:00:00",69496,69899,69382,69773,476464299
"Thu-23-May-24,08:00:00",69773,70098,69569,70014,748245411
"Thu-23-May-24,12:00:00",70014,70159,67632,68130,3549361614
"Thu-23-May-24,16:00:00",68130,68238,66781,67250,1745082700
"Thu-23-May-24,20:00:00",67250,68436,66311,68000,2430212500
"Fri-24-May-24,00:00:00",68000,68062,67656,67900,442340100
"Fri-24-May-24,04:00:00",67900,67945,66835,67177,968730023
"Fri-24-May-24,08:00:00",67177,67550,66628,67363,744656859
"Fri-24-May-24,12:00:00",67363,68464,66921,68340,1435504553
"Fri-24-May-24,16:00:00",68340,69280,67958,69124,1270781516
"Fri-24-May-24,20:00:00",69124,69232,68530,68580,425113144
"Sat-25-May-24,00:00:00",68580,68922,68524,68779,262249721
"Sat-25-May-24,04:00:00",68779,68847,68626,68764,164932057
"Sat-25-May-24,08:00:00",68764,69636,68764,69097,766718267
"Sat-25-May-24,12:00:00",69097,69307,68822,68950,593888862
"Sat-25-May-24,16:00:00",68950,69278,68833,69159,230154891
"Sat-25-May-24,20:00:00",69159,69387,69054,69306,166396407
"Sun-26-May-24,00:00:00",69306,69326,68809,69086,262739266
"Sun-26-May-24,04:00:00",69086,69460,68933,69349,246498585
"Sun-26-May-24,08:00:00",69349,69599,69001,69160,506455936
"Sun-26-May-24,12:00:00",69160,69424,68647,68851,633160109
"Sun-26-May-24,16:00:00",68851,68986,68700,68918,342809062
"Sun-26-May-24,20:00:00",68918,68928,68121,68529,583184505
"Mon-27-May-24,00:00:00",68529,69349,68494,68899,478057934
"Mon-27-May-24,04:00:00",68899,68930,68312,68680,544646814
"Mon-27-May-24,08:00:00",68680,68940,68277,68472,574302368
"Mon-27-May-24,12:00:00",68472,70630,68412,70439,1470502705
"Mon-27-May-24,16:00:00",70439,70738,69090,69306,1138365812
"Mon-27-May-24,20:00:00",69306,69934,69213,69450,451251222
"Tue-28-May-24,00:00:00",69450,69614,67712,68043,1810076757
"Tue-28-May-24,04:00:00",68043,68122,67430,67684,993428159
"Tue-28-May-24,08:00:00",67684,68925,67563,68404,1179392980
"Tue-28-May-24,12:00:00",68404,68587,67522,68400,1662011992
"Tue-28-May-24,16:00:00",68400,68659,67250,68458,1455688742
"Tue-28-May-24,20:00:00",68458,68706,68150,68444,525825912
"Wed-29-May-24,00:00:00",68444,68972,68289,68872,544197816
"Wed-29-May-24,04:00:00",68872,68989,67956,67980,664615692
"Wed-29-May-24,08:00:00",67980,68069,67630,67800,838533480
"Wed-29-May-24,12:00:00",67800,68325,67309,67405,1646726795
"Wed-29-May-24,16:00:00",67405,67778,67125,67298,835080652
"Wed-29-May-24,20:00:00",67298,67885,67174,67676,389587744
"Thu-30-May-24,00:00:00",67676,68239,67484,68150,537820698
"Thu-30-May-24,04:00:00",68150,68456,67524,67607,890107693
"Thu-30-May-24,08:00:00",67607,68153,67137,67820,1054195738
"Thu-30-May-24,12:00:00",67820,68855,67760,68559,1434053161
"Thu-30-May-24,16:00:00",68559,69560,68406,68678,1382629234
"Thu-30-May-24,20:00:00",68678,68688,68024,68372,644680692
"Fri-31-May-24,00:00:00",68372,68740,68290,68535,361619345
"Fri-31-May-24,04:00:00",68535,68650,68080,68187,411553023
"Fri-31-May-24,08:00:00",68187,68486,67876,68370,637070958
"Fri-31-May-24,12:00:00",68370,69077,67201,67227,2295182043
"Fri-31-May-24,16:00:00",67227,68072,66660,67706,1556237344
"Fri-31-May-24,20:00:00",67706,67827,67246,67556,461010304
"Sat-01-Jun-24,00:00:00",67556,67780,67457,67743,262589985
"Sat-01-Jun-24,04:00:00",67743,67845,67600,67656,228429483
"Sat-01-Jun-24,08:00:00",67656,67798,67647,67698,158788590
"Sat-01-Jun-24,12:00:00",67698,67914,67674,67709,270047311
"Sat-01-Jun-24,16:00:00",67709,67851,67564,67778,189585131
"Sat-01-Jun-24,20:00:00",67778,67942,67737,67793,102276987
"Sun-02-Jun-24,00:00:00",67793,67940,67670,67816,158364425
"Sun-02-Jun-24,04:00:00",67816,67900,67730,67730,105250518
"Sun-02-Jun-24,08:00:00",67730,68342,67374,68260,568592820
